synthetic_id,model,reasoning,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
SYN_0011,claude,"I'm generally skeptical that AI tools like ChatGPT truly improve travel planning outcomes - I think they can speed things up a bit but the information isn't always reliable or up-to-date, so I wouldn't really count on it for serious trip planning.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2
SYN_0012,claude,"I rarely travel and have never used ChatGPT, so I'm quite skeptical about its usefulness for travel planning. I don't see much personal benefit and have low intention to adopt such tools.",2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,2,2,2
SYN_0013,claude,"I find ChatGPT genuinely useful and easy to use, but I don't naturally gravitate toward adopting new digital tools in my daily life, so my intention to actually use it for travel planning is moderate at best. I think AI has reasonable capabilities but I'm not fully convinced it replaces traditional research for travel.",2,2,3,3,2,2,3,4,4,4,4,4,3,3,4,4,4,5,4,4,1,4,3,3,4,3,3,2
SYN_0014,claude,"I've never used ChatGPT and I'm skeptical about AI tools generally — I prefer doing my own research through travel blogs, guidebooks, and talking to people I know. I find new tech interfaces frustrating and I'm not convinced AI gives better results than traditional methods.",2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,1,1
SYN_0015,claude,"I'm skeptical that ChatGPT genuinely improves travel planning quality despite using it regularly — I find it often gives generic or outdated info. I'll adopt it because I like trying new tools, but I don't trust it to actually enhance my trips meaningfully.",4,4,3,2,3,2,3,3,3,2,2,2,2,1,2,4,3,4,3,3,1,2,2,1,3,2,2,3
SYN_0016,claude,"I rarely travel and I'm skeptical about AI being genuinely useful for complex tasks like travel planning. I've used ChatGPT occasionally but don't find it particularly impressive or reliable, so I'm doubtful it would meaningfully improve my vacation planning.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,3,3,3,3,2,2,2,2,1,2,2,1,2
SYN_0017,claude,"I've used ChatGPT regularly and find it somewhat useful for certain tasks, but I often struggle with getting it to do exactly what I want and find the interfaces frustrating. For travel planning specifically, I think it has some potential but I'm not fully convinced it's reliable or accurate enough to fully trust.",4,4,4,3,3,2,3,4,4,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,4,3,2,3
SYN_0018,claude,"Even though I've never used ChatGPT, I'm enthusiastic about AI and believe it can be genuinely useful for planning trips, even though I rarely travel. I'm a bit uncertain about ease of use since I have no direct experience, but I believe the technology has solid potential.",4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,4,4,3,3
SYN_0019,claude,"I rarely travel so ChatGPT for vacation planning isn't super relevant to me personally, and I doubt AI handles complex real-world tasks like accurate pricing or real-time info well, though I do think it can speed up basic research somewhat.",3,3,3,2,2,2,3,4,4,3,3,3,3,2,3,4,3,4,3,3,1,3,2,2,3,2,2,3
SYN_0020,claude,"I'm enthusiastic about AI and find ChatGPT useful and easy to use, though I rarely travel so my personal experience with travel planning via ChatGPT is limited. Still, I believe strongly in AI's capabilities and would eagerly use it for planning if I did travel.",4,4,5,4,4,3,4,5,5,4,4,5,4,4,5,5,4,5,4,4,1,5,4,3,5,4,3,4
SYN_0021,claude,"I'm genuinely enthusiastic about AI tools and believe they're highly capable, though I've never actually used ChatGPT myself. I rarely travel, but I can see the potential value in using AI for planning — I'm just a bit uncertain on the specific ease-of-use details since I haven't tried it firsthand.",4,4,5,4,4,3,4,5,5,4,4,5,4,4,5,4,4,4,3,3,2,5,4,4,5,4,3,4
SYN_0022,claude,"I've never used ChatGPT before so I'm uncertain about how easy it actually is, and I doubt AI handles complex real-world travel planning well. However, I do actively seek out useful tech tools and have a generally neutral-to-positive attitude, so I'm somewhat open to trying it even if skeptical about its capabilities.",4,3,4,2,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,4,3,2,2,3,2,2,3
SYN_0023,claude,"I'm genuinely enthusiastic about AI tools and find them easy to use, but I've only occasionally used ChatGPT and have moderate beliefs about its usefulness for travel specifically — it's great for general info but I'm somewhat skeptical about real-time pricing and accuracy for concrete travel decisions.",4,4,4,3,3,3,4,4,4,3,3,4,4,3,4,4,4,5,4,4,1,4,3,3,4,3,3,4
SYN_0024,claude,"I travel a lot but I'm skeptical that ChatGPT actually improves my planning — I find it easy to use tech-wise, but I just don't think it's that useful or reliable for real travel decisions, and I rarely choose to adopt new digital tools anyway.",2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,4,4,5,4,3,1,3,3,2,3,2,2,2
SYN_0025,claude,"I've never used ChatGPT and I'm generally skeptical about AI tools. While I travel frequently, I prefer traditional research methods and find new technology interfaces frustrating and hard to learn.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,1,2,2,4,3,3,2,2,2,2,1
SYN_0026,claude,"I've never used ChatGPT and I'm generally skeptical about AI tools being genuinely useful or reliable for real-world tasks like travel planning. I find new technology frustrating and difficult, so I doubt I'd get much out of it even if I tried.",1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,4,2,2,1,2,1,1,1
SYN_0027,claude,"I'm enthusiastic about AI tools and find ChatGPT useful and easy to use, so I'm generally positive about using it for travel planning even though I rarely travel — when I do plan trips, I'd definitely lean on AI to make the process smoother and more efficient.",4,4,5,4,3,3,4,5,5,4,4,5,4,4,5,5,4,5,4,4,1,5,4,3,5,4,3,4
SYN_0028,claude,"I'm skeptical about AI tools like ChatGPT genuinely improving travel planning, and I find technology interfaces frustrating to use. I've used ChatGPT before but remain unconvinced it adds real value, and I feel uncomfortable relying on AI for meaningful decisions like travel.",2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,1,1
SYN_0029,claude,"I've used ChatGPT before and find it easy to pick up, but I'm skeptical about how well it actually handles complex, real-world travel planning tasks like accurate pricing or up-to-date info. It might help with general ideas but I wouldn't rely on it heavily.",3,3,3,2,2,2,3,3,4,2,2,3,3,2,3,4,4,5,4,3,1,3,2,2,3,2,2,3
SYN_0030,claude,"As a frequent traveler who is skeptical about AI usefulness and has low intention to adopt new digital tools, I don't see ChatGPT as genuinely improving my travel planning despite finding it technically easy to use. I prefer traditional research methods and human recommendations over AI-generated content.",2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,4,4,5,4,3,1,3,2,2,2,2,1,2
SYN_0031,claude,"I use ChatGPT sometimes and find it moderately useful, but I'm skeptical about how well it handles real-world travel details like accurate pricing or real-time info. It can help brainstorm ideas but I wouldn't fully rely on it for complex travel planning.",3,3,3,2,2,2,3,4,4,3,3,3,3,2,3,3,3,4,3,3,2,3,2,2,3,2,2,3
SYN_0032,claude,"I regularly use ChatGPT and find it genuinely useful for speeding things up, but I have real doubts about how well AI handles complex, real-world travel details like accurate pricing or live availability. I'm enthusiastic about the tool overall but tempered by skepticism on its actual capabilities.",4,4,5,3,4,3,4,5,5,4,4,5,4,2,4,4,3,4,3,3,1,3,2,2,5,4,3,4
SYN_0033,claude,"I travel frequently and love tech tools that make planning easier, so I'm genuinely excited about what ChatGPT could do for trip planning even though I've never actually used it myself. I believe it could be super useful for researching destinations and itineraries, but I'm a bit uncertain about ease of use since I have no hands-on experience.",4,4,5,3,4,3,4,5,5,4,4,5,4,3,4,3,3,3,3,3,2,4,3,3,5,4,3,4
SYN_0034,claude,"I've used ChatGPT regularly and find it somewhat useful, but I often struggle with getting it to do exactly what I want and I'm not always confident the information is accurate or up-to-date, especially for travel pricing and real-time details. I'd use it as a starting point but wouldn't fully rely on it.",4,4,4,3,3,2,3,4,4,3,3,3,3,2,3,3,2,2,3,2,4,4,2,2,4,3,2,3
SYN_0035,claude,"I find ChatGPT pretty intuitive and believe it has real capability for information tasks, but I've only occasionally used it and my views on its usefulness for travel planning are moderate — it's good for some things like quick research but I'm not fully convinced it replaces dedicated travel tools or personal judgment.",4,4,4,3,3,2,3,4,5,3,3,4,3,3,4,5,4,5,4,4,1,4,3,3,4,3,3,4
SYN_0036,claude,"I'm enthusiastic about AI in general but skeptical it actually helps much in practice, and I find the interfaces frustrating and hard to use. So while I feel positively toward AI as a concept, I don't really intend to use ChatGPT for travel planning and doubt it improves outcomes much.",2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,3,3,2,3,3,3,2
SYN_0037,claude,"I've used ChatGPT before and find it easy to operate, but I'm genuinely skeptical it adds real value for travel planning — I'd rather look things up myself or ask people I trust. I don't see myself leaning on AI tools for something as personal as planning a trip.",2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,4,5,5,4,4,1,3,2,2,2,2,2,2
SYN_0038,claude,"I've used ChatGPT a bit but find it frustrating and unreliable for complex tasks like travel planning. I'm skeptical that AI really handles real-world details well, and I feel uneasy about relying on it for something as important as a vacation.",2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2
SYN_0039,claude,"I've never used ChatGPT but I genuinely believe AI tools can improve efficiency, so I think it could be useful for travel planning. Since I haven't used it, I'm uncertain about ease of use, but I'm moderately open to trying it.",3,3,4,3,3,2,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,3,3,4,3,2,3
SYN_0040,claude,"I rarely travel and feel somewhat skeptical about AI, though I acknowledge AI can handle complex tasks. For travel planning specifically, I'm not very motivated to use ChatGPT since I don't travel much, and my low attitude toward AI makes me hesitant to endorse it enthusiastically.",2,2,3,3,2,2,2,3,4,3,3,3,3,2,3,3,3,3,3,3,2,4,4,3,3,2,2,2
SYN_0041,claude,"I rarely travel and have never used ChatGPT, so I'm uncertain about its ease of use and skeptical it would genuinely improve my planning. However, I do seek out new technology when it seems useful, and I have a moderate view of AI capability overall.",3,3,4,2,3,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,4,3,3,2,3,2,2,2
SYN_0042,claude,"I rarely travel and don't often adopt new digital tools, but I'm genuinely enthusiastic about AI in general and think it has moderate capability. So I see some potential in ChatGPT for travel planning but my low behavioral intention and rare travel habits mean I'm unlikely to actually use it much.",2,2,3,3,2,2,2,4,4,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,4,3,3,2
SYN_0043,claude,"I've never used ChatGPT and I'm skeptical about AI tools actually being useful or easy to use. For travel planning, I rely on word of mouth and local knowledge, and I doubt an AI could really understand complex real-world situations like travel in a place like Kiribati.",2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,4,3,2,2,3,2,2,2
SYN_0044,claude,I use ChatGPT occasionally but I'm generally skeptical about relying on AI for important decisions like travel planning. I find it somewhat useful for quick info but I don't really trust it fully and rarely adopt new digital tools into my routine.,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2
SYN_0045,claude,"I've never used ChatGPT and I'm pretty skeptical about AI tools in general. I don't really see the point of using an AI chatbot for travel planning when I can just search things up myself or ask friends, and I'd be worried about getting outdated or wrong information.",2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,1,1
SYN_0046,claude,"I've never used ChatGPT and I'm skeptical about AI in general. As a frequent traveler, I have my own trusted methods for planning trips and I doubt AI can really handle the nuances of complex travel planning well enough to change my habits.",1,1,2,2,2,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,2,2,1,1
SYN_0047,claude,"I've never used ChatGPT but I'm enthusiastic about AI in general and believe it can be useful. Since I rarely travel, I'm somewhat uncertain about specific travel planning use cases, but I'm open to the idea that AI could help make planning easier and more efficient.",3,3,4,3,3,2,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3
SYN_0048,claude,"I've never used ChatGPT and I'm skeptical about AI in general, so I don't really see myself using it for travel planning. I think AI can technically do complex things, but I find new tech frustrating and I'm not comfortable with AI tools.",2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,2,2,1,2,2,4,4,3,4,2,2,2,1
SYN_0049,claude,"I occasionally use ChatGPT and find it moderately useful, but since I rarely travel, I have limited context for vacation planning specifically. I'm open to using AI tools and believe they're capable, but I'm not deeply invested in travel planning scenarios.",4,4,4,3,3,2,4,4,4,3,3,4,4,3,4,4,3,4,3,3,2,4,3,3,4,3,3,4
SYN_0050,claude,"I'm enthusiastic about AI and find it easy to use, but I'm genuinely skeptical it actually improves outcomes or adds real value to travel planning - I think it sounds cool but the information can be outdated or generic. My moderate behavioral intention means I'd try it sometimes but I'm not fully committed.",3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,4,5,5,4,4,1,4,3,3,4,3,3,3
SYN_0051,claude,"I'm enthusiastic about AI and believe it's capable, and I actively want to try new tools even though I find technology interfaces frustrating and have never actually used ChatGPT. So I'm keen to try it for travel but uncertain about ease of use, and moderately confident in its usefulness.",4,4,5,3,4,3,4,4,4,3,3,4,3,3,4,2,2,2,2,2,4,4,4,4,4,4,3,4
SYN_0052,claude,"I find ChatGPT easy to use and I'm generally enthusiastic about AI, but I doubt it handles complex real-world travel tasks reliably — like accurate pricing or real-time info. So I'm moderately open to using it for general research but skeptical about its practical accuracy.",3,3,4,2,2,2,3,4,4,3,3,3,3,2,3,4,4,5,4,4,1,3,2,2,4,3,3,3
SYN_0053,claude,"I travel frequently and think AI tools could be genuinely useful for planning trips, but since I've never actually used ChatGPT, I'm somewhat uncertain about ease-of-use specifics and more cautious about strongly endorsing it. I have a moderately positive attitude overall but won't go overboard since I lack firsthand experience.",3,3,4,3,3,2,3,4,4,4,4,4,3,3,4,3,3,3,3,3,2,4,3,2,4,3,2,3
SYN_0054,claude,"I find ChatGPT genuinely useful for speeding up research and planning, and I pick it up easily, but I have real doubts about whether AI can handle complex real-world travel details accurately like real-time pricing or nuanced local knowledge.",4,4,5,3,4,3,4,5,5,4,4,5,4,2,4,4,4,5,4,4,1,3,2,2,5,4,3,4
SYN_0055,claude,I'm skeptical about whether ChatGPT actually improves travel planning in meaningful ways — I worry about outdated info and just don't find these tools intuitive or trustworthy enough to rely on. I'd rather use traditional resources I'm familiar with.,2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,4,4,3,3,2,2,1,1
SYN_0056,claude,"I've never used ChatGPT and I'm generally skeptical about AI handling complex real-world tasks well. For travel planning, I'd rather rely on trusted review sites or asking friends, so I'm doubtful ChatGPT would add much value for me personally.",2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2
SYN_0057,claude,"I genuinely think AI like ChatGPT is impressive and useful for travel research, but I find the interfaces frustrating and I rarely end up actually adopting new digital tools in my daily life, even when I see the value. So my enthusiasm for AI is high but my actual behavioral follow-through is low.",2,2,3,3,2,2,3,5,5,4,4,5,4,3,4,3,2,2,2,2,2,4,3,3,4,4,3,3
SYN_0058,claude,"I've used ChatGPT occasionally and found it genuinely helpful for gathering information quickly. I'm enthusiastic about AI tools and believe they can really streamline travel planning, though I'm realistic that real-time pricing and availability may be a limitation.",5,4,5,4,4,3,4,5,5,4,4,5,4,3,5,5,4,5,4,4,1,5,3,3,5,4,3,4
SYN_0059,claude,I've never used ChatGPT but I pick up technology quickly and have a moderate view of AI usefulness. I'm somewhat open to trying it for travel planning but uncertain about specifics since I have no direct experience.,3,3,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,4,3,3,2,4,3,2,3,3,2,3
SYN_0060,claude,"I'm enthusiastic about AI tools and actively seek out new technology, but I rarely travel and have only occasionally used ChatGPT, so while I'm positive about its potential, I have some uncertainty about specific travel-related capabilities and accuracy.",4,4,4,3,3,3,4,4,4,3,3,4,3,3,4,3,3,4,3,3,2,4,3,3,4,3,3,4
SYN_0061,claude,"I'm enthusiastic about AI and see real potential in ChatGPT for various tasks, but I rarely travel and live in Kiribati where travel planning is a less frequent activity. Still, I have high behavioral intention toward useful tech and believe AI is capable, so I'd lean positive on most items while being somewhat moderate on usefulness specifics since my experience with ChatGPT is only occasional.",4,4,4,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,3,3,2,4,4,3,4,3,3,4
SYN_0062,claude,"I occasionally use ChatGPT and find it somewhat useful for simple tasks, but I'm skeptical about its ability to handle complex real-world travel planning, especially for someone in Kiribati where travel options are limited and AI data may be outdated or inaccurate.",3,3,3,2,2,2,3,3,4,2,2,3,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,3
SYN_0063,claude,"I've used ChatGPT occasionally and find it somewhat useful, but I'm not fully convinced it's a go-to tool for travel planning. I'm enthusiastic about AI in general though, so I see real potential even if I have some reservations about accuracy and reliability.",3,3,4,3,3,2,3,4,4,3,3,4,3,2,4,4,3,4,3,3,2,4,3,2,4,3,3,3
SYN_0064,claude,"I've used ChatGPT occasionally and find it somewhat useful for basic tasks, but I'm skeptical it handles complex real-world travel planning well — like real-time prices or truly personalized recommendations. I travel frequently so I have my own methods already.",3,3,3,2,3,2,3,4,4,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,2,3
SYN_0065,claude,"I rarely travel and am skeptical that AI genuinely improves planning tasks, though I find tech easy to use. I'm open to trying ChatGPT but doubt it adds much real value for travel planning specifically.",3,3,3,2,3,2,3,3,3,2,2,2,2,2,3,4,4,5,4,4,1,3,3,2,3,2,2,3
SYN_0066,claude,"As a frequent traveler who is enthusiastic about AI tools but has never actually used ChatGPT, I believe it has strong potential for travel planning based on what I've heard, but I'm a bit uncertain about ease of use since I haven't tried it personally. My high behavioral intention and positive AI attitude drive my willingness to try it, while moderate ease-of-use disposition and no direct experience temper my confidence on usability items.",4,4,5,3,4,3,4,5,5,4,4,5,4,3,4,3,3,3,3,3,2,4,3,3,4,4,3,4
SYN_0067,claude,"I occasionally use ChatGPT and find it somewhat useful, but I don't really gravitate toward adopting new digital tools regularly. For travel planning, I think AI can handle information tasks well, but I'm not strongly motivated to rely on it myself.",2,2,3,3,2,2,2,4,4,3,3,4,3,3,4,3,3,3,3,3,2,4,4,3,3,3,2,2
SYN_0068,claude,"I occasionally use ChatGPT and find it moderately useful, but I'm not a frequent traveler so I haven't deeply tested it for travel planning. I think AI is capable but I'm not fully convinced it replaces proper research for trips.",3,3,4,3,3,2,3,4,4,3,3,4,3,3,4,3,3,3,3,3,2,4,4,3,4,3,3,3
SYN_0069,claude,"I use ChatGPT regularly and travel a lot, so I genuinely see value in using it for trip planning — it saves time and helps me brainstorm. That said, I know it has limitations with real-time info like prices and availability, so I wouldn't fully rely on it.",4,4,5,3,3,3,4,5,5,4,4,4,4,3,4,4,4,4,4,3,1,4,2,2,4,3,3,4
SYN_0070,claude,"I've never used ChatGPT and feel somewhat skeptical about AI tools generally. While I can see some limited utility in speeding up research, I'm not inclined to adopt it and feel uncertain about trusting AI for real travel decisions.",2,2,2,2,2,1,2,3,3,2,2,3,2,2,3,3,3,4,3,3,2,3,2,2,2,2,2,1
SYN_0071,claude,"I've tried ChatGPT a few times and find it somewhat interesting but often confusing and hard to navigate. I doubt it can really handle the complexities of real travel planning accurately, though I'm willing to give new tools a shot.",4,4,4,3,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,4,3,2,2,3,2,2,3
SYN_0072,claude,"I rarely travel but I believe AI tools are genuinely useful and capable, and I find technology easy to pick up. I'd be open to using ChatGPT for travel planning even if I don't travel much, though my limited travel experience means some enthusiasm is tempered by practical irrelevance.",4,4,4,3,3,3,4,5,5,4,4,5,4,3,4,4,4,5,4,4,1,5,4,3,4,3,3,4
SYN_0073,claude,"I'm skeptical that AI tools like ChatGPT genuinely help with complex travel planning since information can be outdated or inaccurate, especially for a place like Kiribati where local nuances matter a lot. I've tried ChatGPT occasionally and find it usable but not particularly reliable for real decisions.",3,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2
SYN_0074,claude,"I've used ChatGPT occasionally and find it somewhat useful for gathering information, but I have some reservations about how accurate and up-to-date it is for real travel planning like pricing and availability. I'm open to using it more but not fully convinced it replaces traditional research tools.",4,4,4,3,3,2,3,4,4,3,3,3,3,2,4,3,3,4,3,3,2,4,3,2,4,3,2,3
SYN_0075,claude,"I'm enthusiastic about AI in general but skeptical it actually improves tasks, and I find new tech interfaces frustrating. Since I've never used ChatGPT, I'm uncertain about ease-of-use but my positive attitude toward AI keeps some scores moderate to high on attitude items while usefulness scores stay low.",3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,3,3,4,3,3,3
SYN_0076,claude,"I'm enthusiastic about AI and find it easy to use, but I'm skeptical it genuinely improves outcomes. I'll use it and recommend it, but I doubt it dramatically enhances quality of planning results.",4,4,4,3,3,2,3,3,3,2,2,3,2,2,3,5,4,5,4,4,1,3,3,2,4,3,3,4
SYN_0077,claude,"I think ChatGPT can be genuinely useful for travel planning and I've found it fairly easy to use when I've tried it, but I'm not fully committed to using it regularly since I travel occasionally and sometimes prefer traditional research methods. I believe AI has reasonable capability but I remain a bit cautious about accuracy and real-time information.",3,3,4,3,3,2,3,4,4,4,4,4,3,3,4,4,4,4,4,3,2,4,3,3,4,3,3,3
SYN_0078,claude,"I regularly use ChatGPT but remain skeptical about how genuinely useful it is for travel planning, and I find technology interfaces frustrating despite my intention to adopt new tools. So I'll score high on intention-related items but low on usefulness and ease-of-use items.",4,4,4,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,4,3,3,2,3,2,2,3
SYN_0079,claude,"I'm enthusiastic about AI and find technology easy to use, but I rarely travel and only occasionally use ChatGPT, so while I see potential in it for travel planning, I have some uncertainty about how accurate or complete its travel information really is.",3,3,4,3,3,2,3,4,4,3,3,4,3,3,4,4,4,5,4,4,1,4,3,2,4,3,3,3
SYN_0080,claude,"I'm genuinely enthusiastic about AI and think it's capable of a lot, but I rarely travel and find new tech interfaces frustrating, so I don't really see myself actively using ChatGPT for trip planning even though I think it could theoretically do the job well.",2,2,2,3,2,2,2,4,4,3,3,4,3,3,4,2,2,2,2,2,4,4,3,4,4,3,3,2
SYN_0081,claude,"I've never used ChatGPT but I'm very enthusiastic about AI tools and believe they're highly capable. I'm optimistic about what ChatGPT could do for travel planning, though I'm slightly more uncertain on ease-of-use items since I haven't actually tried it myself.",4,4,5,4,4,3,4,5,5,4,4,5,4,4,5,4,4,3,4,3,2,5,4,4,5,4,4,4
SYN_0082,claude,"I've used ChatGPT before but I'm genuinely skeptical it improves travel planning in meaningful ways - I'd rather use dedicated travel sites or ask friends. I find it easy enough to use technically, but I don't trust its information to be accurate or up-to-date enough for real travel decisions.",2,2,2,2,2,1,2,3,3,2,2,2,2,1,2,4,4,4,3,3,1,3,2,2,2,2,1,2
SYN_0083,claude,"I've never used ChatGPT and I'm skeptical about AI tools genuinely helping with travel planning. I find technology easy to pick up generally, but I'm uncomfortable with AI and don't really see the value in using it for my trips.",2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,1
SYN_0084,claude,"I'm generally enthusiastic about AI and pick up tech quickly, but I rarely travel and have only occasionally used ChatGPT, so while I'm open to using it for travel planning, I have moderate uncertainty about how truly useful or accurate it would be for that specific purpose.",4,4,4,3,3,3,4,4,4,3,3,4,3,3,4,4,4,5,4,4,1,4,3,3,4,3,3,4
SYN_0085,claude,"I'm skeptical about AI tools like ChatGPT for travel planning — I don't trust they give accurate or useful information, and I find the interfaces frustrating and hard to navigate. Living in French Polynesia, I rely on local knowledge and personal recommendations rather than AI.",2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,4,2,2,1,2,1,1,1
SYN_0086,claude,"I rarely travel and feel skeptical about AI usefulness, finding technology interfaces frustrating. While I've used ChatGPT regularly, I don't think it genuinely improves my tasks, and I'm uncomfortable relying on it for something like travel planning.",2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2
SYN_0087,claude,"I'm pretty enthusiastic about AI and find ChatGPT easy to use, but I have moderate beliefs about its actual usefulness for travel planning specifically — it's good for general info but I'm somewhat skeptical about real-time pricing and accuracy for concrete travel decisions.",4,4,4,3,3,2,3,4,4,3,3,4,3,2,4,5,4,5,4,4,1,4,3,3,4,3,3,4
