synthetic_id,source_human_id,conditioning_arm,age,sex,country,city,chatgpt_usage,travel_freq,RecordedDate,ResponseId,tau_PU,tau_PU_level,tau_PU_verbal,tau_PEOU,tau_PEOU_level,tau_PEOU_verbal,tau_BI,tau_BI_level,tau_BI_verbal,tau_ATT,tau_ATT_level,tau_ATT_verbal,tau_AI_CAP,tau_AI_CAP_level,tau_AI_CAP_verbal
SYN_0024,H_0024,demo_plus_traits,18-21,Female,United States,Las Vegas,occasionally used,frequent traveler,2023-05-23 12:18:11,R_3iw2Jazc9tw7XhR,-0.8892559937661799,LOW,You are skeptical that AI tools genuinely improve task performance.,0.8297446347297592,HIGH,You pick up new technology quickly and find it intuitive.,-0.631853561410445,LOW,You rarely choose to adopt new digital tools in daily life.,0.0956176770227495,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.3893669226544353,MODERATE,You think current AI has reasonable but limited capability.
SYN_0025,H_0025,demo_plus_traits,22-26,Male,Taiwan,Taichung City,never used,frequent traveler,2023-05-23 00:36:56,R_2BgNRXfauy73Jc7,0.1232288840142354,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.7285623662096574,LOW,You find new technology interfaces difficult and frustrating.,-1.1366686307081977,LOW,You rarely choose to adopt new digital tools in daily life.,-0.5223576047550968,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.3586451095078293,MODERATE,You think current AI has reasonable but limited capability.
SYN_0026,H_0026,demo_plus_traits,50-58,Female,United States,Virginia,never used,occasional traveler,2023-05-20 18:21:09,R_1H6xdzOCymCoYAH,-1.8134929664240984,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.9424869256171003,LOW,You find new technology interfaces difficult and frustrating.,-1.9269709065556364,LOW,You rarely choose to adopt new digital tools in daily life.,-2.3176376396919416,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.7512137144916742,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0027,H_0027,demo_plus_traits,22-26,Female,United States,"Logan, UT",occasionally used,rarely travels,2023-05-10 12:05:22,R_3G8LrTgQN6YN6Dz,1.013522276430164,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.901506922700862,HIGH,You pick up new technology quickly and find it intuitive.,1.4398900447445862,HIGH,You actively seek out and adopt useful new technology tools.,0.6463790213751407,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.7193196404691949,HIGH,You believe current AI is capable of complex information tasks.
SYN_0028,H_0028,demo_plus_traits,22-26,Female,Philippines,Bacolod,regularly used,occasional traveler,2023-05-11 16:39:09,R_WDusaFYOmS92cp3,-1.7189755475635753,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.5548839532453276,LOW,You find new technology interfaces difficult and frustrating.,-0.8537872499167672,LOW,You rarely choose to adopt new digital tools in daily life.,-1.952372395299688,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.3112851523524248,MODERATE,You think current AI has reasonable but limited capability.
SYN_0029,H_0029,demo_plus_traits,22-26,Female,United States,Ohio,regularly used,occasional traveler,2023-05-18 11:19:05,R_3DtGLS8PfHfUXwk,-0.2132666354297256,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.9108316643577534,HIGH,You pick up new technology quickly and find it intuitive.,-0.1267864335097922,MODERATE,You sometimes try new technology when it seems relevant.,-0.0067773417968487,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.526469185339682,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0030,H_0030,demo_plus_traits,27-31,Female,United States,Hawaii,occasionally used,frequent traveler,2023-05-22 22:16:58,R_3EFpshOooeFFmGv,-0.9199371194589722,LOW,You are skeptical that AI tools genuinely improve task performance.,0.6171776942936723,HIGH,You pick up new technology quickly and find it intuitive.,-1.4077121069077647,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9512223204065924,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.0926751828005702,MODERATE,You think current AI has reasonable but limited capability.
SYN_0031,H_0031,demo_plus_traits,22-26,Female,Japan,Miyagi,regularly used,frequent traveler,2023-05-12 13:37:03,R_3n2ya5SIzZtqZLV,-0.3118663943889942,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3240412938331318,MODERATE,You find most apps usable but sometimes need time to learn.,-0.3009816938859084,MODERATE,You sometimes try new technology when it seems relevant.,-0.0579814202507857,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.5828095110388414,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0032,H_0032,demo_plus_traits,22-26,Male,Samoa,Aleisa,regularly used,frequent traveler,2023-05-12 23:02:44,R_9EkJSiPH0k7dL33,1.2945346752035798,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.261284789245373,MODERATE,You find most apps usable but sometimes need time to learn.,0.8557214653803825,HIGH,You actively seek out and adopt useful new technology tools.,1.2479165619888164,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.9595585194179188,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0033,H_0033,demo_plus_traits,18-21,Female,United States,Florida,never used,frequent traveler,2023-05-22 12:15:27,R_5iDfPQXmAlajW93,1.2348793971155676,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.4219711305981201,MODERATE,You find most apps usable but sometimes need time to learn.,0.7333937904738633,HIGH,You actively seek out and adopt useful new technology tools.,1.5337853787714204,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.2007003869144648,MODERATE,You think current AI has reasonable but limited capability.
SYN_0034,H_0034,demo_plus_traits,22-26,Female,United States,Utah,regularly used,occasional traveler,2023-05-11 23:30:21,R_3G0NiWGuIl8kYNl,-0.2274009477070824,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.7282117708433964,LOW,You find new technology interfaces difficult and frustrating.,0.7341082051484189,HIGH,You actively seek out and adopt useful new technology tools.,-0.1566519769197082,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.309526825849331,MODERATE,You think current AI has reasonable but limited capability.
SYN_0035,H_0035,demo_plus_traits,27-31,Male,United States,"Morgantown, WV",occasionally used,occasional traveler,2023-05-11 04:14:54,R_1ibwd4LxCKADzfo,0.4955564338132461,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7766804174697957,HIGH,You pick up new technology quickly and find it intuitive.,0.2825170482427125,MODERATE,You sometimes try new technology when it seems relevant.,0.6742134688305244,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.1438493580048343,HIGH,You believe current AI is capable of complex information tasks.
SYN_0036,H_0036,demo_plus_traits,22-26,Male,Tonga,Fo'ui,occasionally used,occasional traveler,2023-05-11 23:13:41,R_vwCQNMMxhREVa6d,-0.5885034777399788,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.7120240184176805,LOW,You find new technology interfaces difficult and frustrating.,-1.5223243066047878,LOW,You rarely choose to adopt new digital tools in daily life.,0.9558667695125286,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.2979203767064934,MODERATE,You think current AI has reasonable but limited capability.
SYN_0037,H_0037,demo_plus_traits,18-21,Male,United States,Hawaii,regularly used,occasional traveler,2023-05-20 19:04:39,R_1IsG4CrIGjPUyLJ,-0.766359466740689,LOW,You are skeptical that AI tools genuinely improve task performance.,0.5165435784821198,HIGH,You pick up new technology quickly and find it intuitive.,-0.8643320477925772,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9494284699004932,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.0075707626051496,MODERATE,You think current AI has reasonable but limited capability.
SYN_0038,H_0038,demo_plus_traits,18-21,Male,Brazil,Sao Paulo,regularly used,occasional traveler,2023-05-22 16:52:24,R_3CHnt8aEIbFuOBZ,-0.0419425088778167,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5848242291683864,LOW,You find new technology interfaces difficult and frustrating.,0.1325376788825825,MODERATE,You sometimes try new technology when it seems relevant.,-1.3592110112982614,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.8218973251207584,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0039,H_0039,demo_plus_traits,27-31,Female,United States,Utah,never used,occasional traveler,2023-05-22 13:26:16,R_1ISeKIjs4OyAuJl,1.1061037362771935,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.1651227849458808,MODERATE,You find most apps usable but sometimes need time to learn.,0.4072408076722177,MODERATE,You sometimes try new technology when it seems relevant.,0.4795758146922947,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.4459195834398585,MODERATE,You think current AI has reasonable but limited capability.
SYN_0040,H_0040,demo_plus_traits,22-26,Male,Thailand,Bangkok,occasionally used,rarely travels,2023-05-11 02:14:07,R_3NBSXcbaqK1ZgvT,-0.3542595980592902,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.2505350305023814,MODERATE,You find most apps usable but sometimes need time to learn.,-0.081291642877508,MODERATE,You sometimes try new technology when it seems relevant.,-1.0560260705446882,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.5157370716062176,HIGH,You believe current AI is capable of complex information tasks.
SYN_0041,H_0041,demo_plus_traits,22-26,Female,Fiji,Suva,never used,rarely travels,2023-05-22 15:16:32,R_2XarcXAHjReKbrr,-0.924471155811544,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.8293600359027673,LOW,You find new technology interfaces difficult and frustrating.,1.0011090395119615,HIGH,You actively seek out and adopt useful new technology tools.,-0.4272699090156985,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.1207425305271254,MODERATE,You think current AI has reasonable but limited capability.
SYN_0042,H_0042,demo_plus_traits,18-21,Male,Japan,Okinawa,occasionally used,rarely travels,2023-05-23 03:17:58,R_1rB9i7cSSVn0xKT,0.3967762692469059,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.2117115130194257,MODERATE,You find most apps usable but sometimes need time to learn.,-0.56935778076948,LOW,You rarely choose to adopt new digital tools in daily life.,2.9824854606912297,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.1970207802410058,MODERATE,You think current AI has reasonable but limited capability.
SYN_0043,H_0043,demo_plus_traits,22-26,Female,Kiribati,Tarawa,never used,occasional traveler,2023-05-23 03:08:04,R_VW2hotTBQzECxY5,-0.8527538999220681,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.0318008075527858,LOW,You find new technology interfaces difficult and frustrating.,0.4888757467816821,MODERATE,You sometimes try new technology when it seems relevant.,-0.0145686190045581,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.8121288007507742,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0044,H_0044,demo_plus_traits,22-26,Female,Tonga,Nuku'alofa,regularly used,occasional traveler,2023-05-12 20:01:09,R_yyYe69rpw99Vhxn,-0.3296216725005176,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.3638949793007396,MODERATE,You find most apps usable but sometimes need time to learn.,-1.0517873976603531,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8823830617058841,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.0378188500809992,MODERATE,You think current AI has reasonable but limited capability.
SYN_0045,H_0045,demo_plus_traits,18-21,Female,United States,Utah,never used,occasional traveler,2023-05-24 15:37:04,R_28RFhjzEK2Grntj,-0.9579407362709828,LOW,You are skeptical that AI tools genuinely improve task performance.,-2.164295116563075,LOW,You find new technology interfaces difficult and frustrating.,-2.3971241921160265,LOW,You rarely choose to adopt new digital tools in daily life.,-2.669425941342685,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.053668771392754,MODERATE,You think current AI has reasonable but limited capability.
SYN_0046,H_0046,demo_plus_traits,59-64,Female,United States,NorCal,never used,frequent traveler,2023-05-23 14:22:05,R_10Mo3uVNt9Ikzf3,-0.4189641592924183,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.114493849005096,MODERATE,You find most apps usable but sometimes need time to learn.,-1.4823274709432943,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8391203363176133,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.1427453102627934,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0047,H_0047,demo_plus_traits,22-26,Female,United States,California,never used,rarely travels,2023-05-20 19:11:08,R_cUYD9VgFSGS9Z2V,0.9524441458861312,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.2601136086013128,MODERATE,You find most apps usable but sometimes need time to learn.,-0.4180397007029041,MODERATE,You sometimes try new technology when it seems relevant.,1.5943186661104942,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.108238009623929,MODERATE,You think current AI has reasonable but limited capability.
SYN_0048,H_0048,demo_plus_traits,18-21,Male,United States,Utah,never used,occasional traveler,2023-05-22 09:59:18,R_2P5AnuYXQ0QUhrH,-0.1726555982608133,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5271262337628028,LOW,You find new technology interfaces difficult and frustrating.,-1.7100757572212282,LOW,You rarely choose to adopt new digital tools in daily life.,-0.6625701237451058,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.9997942216063316,HIGH,You believe current AI is capable of complex information tasks.
SYN_0049,H_0049,demo_plus_traits,22-26,Female,United States,Utah,occasionally used,rarely travels,2023-05-10 22:50:18,R_2RaIi523eUjgmZY,0.1162706981600407,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3713337310242364,MODERATE,You find most apps usable but sometimes need time to learn.,1.361548802971306,HIGH,You actively seek out and adopt useful new technology tools.,0.2455161401619255,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.8841478228162084,HIGH,You believe current AI is capable of complex information tasks.
SYN_0050,H_0050,demo_plus_traits,18-21,Female,New Zealand,Hastings,occasionally used,frequent traveler,2023-05-15 14:44:29,R_2XnXDt98a19RWXJ,-0.7707402153876924,LOW,You are skeptical that AI tools genuinely improve task performance.,1.0498692613188714,HIGH,You pick up new technology quickly and find it intuitive.,0.0689275006687523,MODERATE,You sometimes try new technology when it seems relevant.,0.5217029092742451,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.5599819617267606,HIGH,You believe current AI is capable of complex information tasks.
SYN_0051,H_0051,demo_plus_traits,22-26,Female,Kiribati,Tarawa,never used,occasional traveler,2023-05-18 17:55:44,R_enRSgcR02UGSEqB,0.3612391937834887,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.520770684297436,LOW,You find new technology interfaces difficult and frustrating.,2.662168188137044,HIGH,You actively seek out and adopt useful new technology tools.,1.0669905838566955,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.9135524196818996,HIGH,You believe current AI is capable of complex information tasks.
SYN_0052,H_0052,demo_plus_traits,22-26,Female,Philippines,Gensan City,occasionally used,occasional traveler,2023-05-11 00:25:51,R_1q8lxbie5mVHVkG,0.166701389856092,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7822887792581937,HIGH,You pick up new technology quickly and find it intuitive.,0.4285533795460561,MODERATE,You sometimes try new technology when it seems relevant.,1.023578806122197,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.8050040867178423,LOW,You doubt that current AI handles complex real-world tasks well.
SYN_0053,H_0053,demo_plus_traits,18-21,Male,United States,Utah,never used,frequent traveler,2023-05-08 09:17:07,R_qJWbiR24p7Iwi0p,1.467900534527715,HIGH,You strongly believe AI tools improve efficiency and outcomes.,2.7557657692983177,HIGH,You pick up new technology quickly and find it intuitive.,-0.1640928726049924,MODERATE,You sometimes try new technology when it seems relevant.,-0.2385151240806929,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.398157896353005,MODERATE,You think current AI has reasonable but limited capability.
