synthetic_id,source_human_id,conditioning_arm,age,sex,country,city,chatgpt_usage,travel_freq,RecordedDate,ResponseId,tau_PU,tau_PU_level,tau_PU_verbal,tau_PEOU,tau_PEOU_level,tau_PEOU_verbal,tau_BI,tau_BI_level,tau_BI_verbal,tau_ATT,tau_ATT_level,tau_ATT_verbal,tau_AI_CAP,tau_AI_CAP_level,tau_AI_CAP_verbal
S2_0011,H_0011,demo_plus_traits,22-26,Female,United States,Hawaii,never used,rarely travels,2023-05-23 02:31:22,R_3EG9i1nAwvJuGMB,-0.6192127550045495,LOW,You are skeptical that AI tools genuinely improve task performance.,0.3875276088028722,MODERATE,You find most apps usable but sometimes need time to learn.,-0.8897422026463546,LOW,You rarely choose to adopt new digital tools in daily life.,0.1342587984284177,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.0925574917924847,MODERATE,You think current AI has reasonable but limited capability.
S2_0012,H_0012,demo_plus_traits,22-26,Male,Tonga,Hateo,occasionally used,occasional traveler,2023-05-22 14:21:07,R_x2ZmfcNWUiMoe1b,-0.9618207517722434,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.2925689126359101,MODERATE,You find most apps usable but sometimes need time to learn.,-1.4641932046627388,LOW,You rarely choose to adopt new digital tools in daily life.,-0.4605551668765165,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.0667069908146658,MODERATE,You think current AI has reasonable but limited capability.
S2_0013,H_0013,demo_plus_traits,22-26,Female,Mexico,Tamaulipas,occasionally used,occasional traveler,2023-05-31 01:48:51,R_3J96aFTl4k5GMwm,1.1211693443671098,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.8827658368921351,HIGH,You pick up new technology quickly and find it intuitive.,-0.549392164218302,LOW,You rarely choose to adopt new digital tools in daily life.,0.3058932764143263,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.0684128204763361,MODERATE,You think current AI has reasonable but limited capability.
S2_0014,H_0014,demo_plus_traits,22-26,Female,United States,Utah,occasionally used,occasional traveler,2023-05-24 03:31:51,R_pLSAGuDWzSoig5r,-1.3337326402647305,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.5331786620617918,LOW,You find new technology interfaces difficult and frustrating.,-0.4651694211704383,MODERATE,You sometimes try new technology when it seems relevant.,-1.1420224363816998,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.425066963325114,MODERATE,You think current AI has reasonable but limited capability.
S2_0015,H_0015,demo_plus_traits,22-26,Male,United States,hawaii,never used,occasional traveler,2023-05-13 23:41:05,R_1Ol5Zn3xkLl71Ip,-1.1583263496396907,LOW,You are skeptical that AI tools genuinely improve task performance.,0.0102391393761593,MODERATE,You find most apps usable but sometimes need time to learn.,1.751812130134919,HIGH,You actively seek out and adopt useful new technology tools.,-0.937322860268454,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.0112340444820032,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0016,H_0016,demo_plus_traits,22-26,Female,United States,California,occasionally used,occasional traveler,2023-05-11 13:35:28,R_31z2mtF3mDTyTlZ,-0.6804377025416336,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.2748794973799187,MODERATE,You find most apps usable but sometimes need time to learn.,0.2327076096712702,MODERATE,You sometimes try new technology when it seems relevant.,-1.6593839765383902,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.5316477304787139,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0017,H_0017,demo_plus_traits,22-26,Female,United States,California,occasionally used,frequent traveler,2023-05-24 12:18:25,R_1E4iQUJU9YsMa0b,0.4488381555564168,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.0154105388611403,LOW,You find new technology interfaces difficult and frustrating.,0.9078664015974536,HIGH,You actively seek out and adopt useful new technology tools.,0.0638768381017437,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.2704507507328484,MODERATE,You think current AI has reasonable but limited capability.
S2_0018,H_0018,demo_plus_traits,22-26,Male,Philippines,Marikina City,regularly used,occasional traveler,2023-05-30 01:00:03,R_1Fy63t9o5WJ5fhx,0.7186855563457155,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.0905854778240108,MODERATE,You find most apps usable but sometimes need time to learn.,0.4829211572535137,MODERATE,You sometimes try new technology when it seems relevant.,0.855222922824223,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.3546607337380578,MODERATE,You think current AI has reasonable but limited capability.
S2_0019,H_0019,demo_plus_traits,18-21,Female,United States,Hawaii,occasionally used,occasional traveler,2023-05-19 16:41:26,R_3rI1Hpphg9RUpYd,0.1646987687411315,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3018972616996458,MODERATE,You find most apps usable but sometimes need time to learn.,0.244749564189985,MODERATE,You sometimes try new technology when it seems relevant.,-0.2240736266794615,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.9747644725361688,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0020,H_0020,demo_plus_traits,18-21,Female,United States,Oregon,never used,occasional traveler,2023-05-23 01:06:40,R_eS9PVBgpYVR5Gq5,1.1723243549135378,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.7732556031175907,HIGH,You pick up new technology quickly and find it intuitive.,1.3837037718197431,HIGH,You actively seek out and adopt useful new technology tools.,1.1599661603009213,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.774450604277384,HIGH,You believe current AI is capable of complex information tasks.
S2_0021,H_0021,demo_plus_traits,59-64,Female,United States,Utah,occasionally used,occasional traveler,2023-05-11 21:22:48,R_277LHiG0VCqsZnH,1.6191077967510137,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.082025493384192,HIGH,You pick up new technology quickly and find it intuitive.,0.7475444515991154,HIGH,You actively seek out and adopt useful new technology tools.,0.7163403521782372,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.9936099696539036,HIGH,You believe current AI is capable of complex information tasks.
S2_0022,H_0022,demo_plus_traits,22-26,Male,South Korea,Pyeongtaek-si,regularly used,frequent traveler,2023-05-27 21:15:47,R_3PFdVJQN2NYr4OL,-0.4454226408284407,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5080482463704531,LOW,You find new technology interfaces difficult and frustrating.,0.5407259518942159,HIGH,You actively seek out and adopt useful new technology tools.,0.2024708567427305,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.530987840300079,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0023,H_0023,demo_plus_traits,37-42,Female,Canada,Alberta,never used,frequent traveler,2023-05-18 11:08:26,R_6lExVTDCPCJb63T,0.0785902024788398,MODERATE,You think AI tools can be somewhat useful for certain tasks.,1.7058816090850153,HIGH,You pick up new technology quickly and find it intuitive.,1.997129199232736,HIGH,You actively seek out and adopt useful new technology tools.,1.84481954352709,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.5288119507716922,HIGH,You believe current AI is capable of complex information tasks.
S2_0024,H_0024,demo_plus_traits,18-21,Female,United States,Las Vegas,never used,rarely travels,2023-05-23 12:18:11,R_3iw2Jazc9tw7XhR,-0.8892559937661799,LOW,You are skeptical that AI tools genuinely improve task performance.,0.8297446347297592,HIGH,You pick up new technology quickly and find it intuitive.,-0.631853561410445,LOW,You rarely choose to adopt new digital tools in daily life.,0.0956176770227495,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.3893669226544353,MODERATE,You think current AI has reasonable but limited capability.
S2_0025,H_0025,demo_plus_traits,22-26,Male,Taiwan,Taichung City,regularly used,rarely travels,2023-05-23 00:36:56,R_2BgNRXfauy73Jc7,0.1232288840142354,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.7285623662096574,LOW,You find new technology interfaces difficult and frustrating.,-1.1366686307081977,LOW,You rarely choose to adopt new digital tools in daily life.,-0.5223576047550968,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.3586451095078293,MODERATE,You think current AI has reasonable but limited capability.
S2_0026,H_0026,demo_plus_traits,50-58,Female,United States,Virginia,occasionally used,rarely travels,2023-05-20 18:21:09,R_1H6xdzOCymCoYAH,-1.8134929664240984,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.9424869256171003,LOW,You find new technology interfaces difficult and frustrating.,-1.9269709065556364,LOW,You rarely choose to adopt new digital tools in daily life.,-2.3176376396919416,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.7512137144916742,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0027,H_0027,demo_plus_traits,22-26,Female,United States,"Logan, UT",occasionally used,frequent traveler,2023-05-10 12:05:22,R_3G8LrTgQN6YN6Dz,1.013522276430164,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.901506922700862,HIGH,You pick up new technology quickly and find it intuitive.,1.4398900447445862,HIGH,You actively seek out and adopt useful new technology tools.,0.6463790213751407,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.7193196404691949,HIGH,You believe current AI is capable of complex information tasks.
S2_0028,H_0028,demo_plus_traits,22-26,Female,Philippines,Bacolod,occasionally used,occasional traveler,2023-05-11 16:39:09,R_WDusaFYOmS92cp3,-1.7189755475635753,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.5548839532453276,LOW,You find new technology interfaces difficult and frustrating.,-0.8537872499167672,LOW,You rarely choose to adopt new digital tools in daily life.,-1.952372395299688,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.3112851523524248,MODERATE,You think current AI has reasonable but limited capability.
S2_0029,H_0029,demo_plus_traits,22-26,Female,United States,Ohio,occasionally used,rarely travels,2023-05-18 11:19:05,R_3DtGLS8PfHfUXwk,-0.2132666354297256,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.9108316643577534,HIGH,You pick up new technology quickly and find it intuitive.,-0.1267864335097922,MODERATE,You sometimes try new technology when it seems relevant.,-0.0067773417968487,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.526469185339682,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0030,H_0030,demo_plus_traits,27-31,Female,United States,Hawaii,occasionally used,rarely travels,2023-05-22 22:16:58,R_3EFpshOooeFFmGv,-0.9199371194589722,LOW,You are skeptical that AI tools genuinely improve task performance.,0.6171776942936723,HIGH,You pick up new technology quickly and find it intuitive.,-1.4077121069077647,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9512223204065924,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.0926751828005702,MODERATE,You think current AI has reasonable but limited capability.
S2_0031,H_0031,demo_plus_traits,22-26,Female,Japan,Miyagi,occasionally used,frequent traveler,2023-05-12 13:37:03,R_3n2ya5SIzZtqZLV,-0.3118663943889942,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3240412938331318,MODERATE,You find most apps usable but sometimes need time to learn.,-0.3009816938859084,MODERATE,You sometimes try new technology when it seems relevant.,-0.0579814202507857,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.5828095110388414,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0032,H_0032,demo_plus_traits,22-26,Male,Samoa,Aleisa,regularly used,rarely travels,2023-05-12 23:02:44,R_9EkJSiPH0k7dL33,1.2945346752035798,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.261284789245373,MODERATE,You find most apps usable but sometimes need time to learn.,0.8557214653803825,HIGH,You actively seek out and adopt useful new technology tools.,1.2479165619888164,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.9595585194179188,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0033,H_0033,demo_plus_traits,18-21,Female,United States,Florida,occasionally used,frequent traveler,2023-05-22 12:15:27,R_5iDfPQXmAlajW93,1.2348793971155676,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.4219711305981201,MODERATE,You find most apps usable but sometimes need time to learn.,0.7333937904738633,HIGH,You actively seek out and adopt useful new technology tools.,1.5337853787714204,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.2007003869144648,MODERATE,You think current AI has reasonable but limited capability.
S2_0034,H_0034,demo_plus_traits,22-26,Female,United States,Utah,regularly used,occasional traveler,2023-05-11 23:30:21,R_3G0NiWGuIl8kYNl,-0.2274009477070824,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-1.7282117708433964,LOW,You find new technology interfaces difficult and frustrating.,0.7341082051484189,HIGH,You actively seek out and adopt useful new technology tools.,-0.1566519769197082,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.309526825849331,MODERATE,You think current AI has reasonable but limited capability.
S2_0035,H_0035,demo_plus_traits,27-31,Male,United States,"Morgantown, WV",occasionally used,occasional traveler,2023-05-11 04:14:54,R_1ibwd4LxCKADzfo,0.4955564338132461,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7766804174697957,HIGH,You pick up new technology quickly and find it intuitive.,0.2825170482427125,MODERATE,You sometimes try new technology when it seems relevant.,0.6742134688305244,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.1438493580048343,HIGH,You believe current AI is capable of complex information tasks.
S2_0036,H_0036,demo_plus_traits,22-26,Male,Tonga,Fo'ui,occasionally used,frequent traveler,2023-05-11 23:13:41,R_vwCQNMMxhREVa6d,-0.5885034777399788,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.7120240184176805,LOW,You find new technology interfaces difficult and frustrating.,-1.5223243066047878,LOW,You rarely choose to adopt new digital tools in daily life.,0.9558667695125286,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.2979203767064934,MODERATE,You think current AI has reasonable but limited capability.
S2_0037,H_0037,demo_plus_traits,18-21,Male,United States,Hawaii,regularly used,frequent traveler,2023-05-20 19:04:39,R_1IsG4CrIGjPUyLJ,-0.766359466740689,LOW,You are skeptical that AI tools genuinely improve task performance.,0.5165435784821198,HIGH,You pick up new technology quickly and find it intuitive.,-0.8643320477925772,LOW,You rarely choose to adopt new digital tools in daily life.,-0.9494284699004932,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.0075707626051496,MODERATE,You think current AI has reasonable but limited capability.
S2_0038,H_0038,demo_plus_traits,18-21,Male,Brazil,Sao Paulo,never used,frequent traveler,2023-05-22 16:52:24,R_3CHnt8aEIbFuOBZ,-0.0419425088778167,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5848242291683864,LOW,You find new technology interfaces difficult and frustrating.,0.1325376788825825,MODERATE,You sometimes try new technology when it seems relevant.,-1.3592110112982614,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.8218973251207584,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0039,H_0039,demo_plus_traits,27-31,Female,United States,Utah,regularly used,rarely travels,2023-05-22 13:26:16,R_1ISeKIjs4OyAuJl,1.1061037362771935,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-0.1651227849458808,MODERATE,You find most apps usable but sometimes need time to learn.,0.4072408076722177,MODERATE,You sometimes try new technology when it seems relevant.,0.4795758146922947,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.4459195834398585,MODERATE,You think current AI has reasonable but limited capability.
S2_0040,H_0040,demo_plus_traits,22-26,Male,Thailand,Bangkok,regularly used,rarely travels,2023-05-11 02:14:07,R_3NBSXcbaqK1ZgvT,-0.3542595980592902,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.2505350305023814,MODERATE,You find most apps usable but sometimes need time to learn.,-0.081291642877508,MODERATE,You sometimes try new technology when it seems relevant.,-1.0560260705446882,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.5157370716062176,HIGH,You believe current AI is capable of complex information tasks.
S2_0041,H_0041,demo_plus_traits,22-26,Female,Fiji,Suva,occasionally used,rarely travels,2023-05-22 15:16:32,R_2XarcXAHjReKbrr,-0.924471155811544,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.8293600359027673,LOW,You find new technology interfaces difficult and frustrating.,1.0011090395119615,HIGH,You actively seek out and adopt useful new technology tools.,-0.4272699090156985,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.1207425305271254,MODERATE,You think current AI has reasonable but limited capability.
S2_0042,H_0042,demo_plus_traits,18-21,Male,Japan,Okinawa,occasionally used,frequent traveler,2023-05-23 03:17:58,R_1rB9i7cSSVn0xKT,0.3967762692469059,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.2117115130194257,MODERATE,You find most apps usable but sometimes need time to learn.,-0.56935778076948,LOW,You rarely choose to adopt new digital tools in daily life.,2.9824854606912297,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.1970207802410058,MODERATE,You think current AI has reasonable but limited capability.
S2_0043,H_0043,demo_plus_traits,22-26,Female,Kiribati,Tarawa,occasionally used,rarely travels,2023-05-23 03:08:04,R_VW2hotTBQzECxY5,-0.8527538999220681,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.0318008075527858,LOW,You find new technology interfaces difficult and frustrating.,0.4888757467816821,MODERATE,You sometimes try new technology when it seems relevant.,-0.0145686190045581,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.8121288007507742,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0044,H_0044,demo_plus_traits,22-26,Female,Tonga,Nuku'alofa,occasionally used,occasional traveler,2023-05-12 20:01:09,R_yyYe69rpw99Vhxn,-0.3296216725005176,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.3638949793007396,MODERATE,You find most apps usable but sometimes need time to learn.,-1.0517873976603531,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8823830617058841,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.0378188500809992,MODERATE,You think current AI has reasonable but limited capability.
S2_0045,H_0045,demo_plus_traits,18-21,Female,United States,Utah,occasionally used,rarely travels,2023-05-24 15:37:04,R_28RFhjzEK2Grntj,-0.9579407362709828,LOW,You are skeptical that AI tools genuinely improve task performance.,-2.164295116563075,LOW,You find new technology interfaces difficult and frustrating.,-2.3971241921160265,LOW,You rarely choose to adopt new digital tools in daily life.,-2.669425941342685,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.053668771392754,MODERATE,You think current AI has reasonable but limited capability.
S2_0046,H_0046,demo_plus_traits,59-64,Female,United States,NorCal,occasionally used,occasional traveler,2023-05-23 14:22:05,R_10Mo3uVNt9Ikzf3,-0.4189641592924183,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.114493849005096,MODERATE,You find most apps usable but sometimes need time to learn.,-1.4823274709432943,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8391203363176133,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.1427453102627934,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0047,H_0047,demo_plus_traits,22-26,Female,United States,California,occasionally used,occasional traveler,2023-05-20 19:11:08,R_cUYD9VgFSGS9Z2V,0.9524441458861312,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.2601136086013128,MODERATE,You find most apps usable but sometimes need time to learn.,-0.4180397007029041,MODERATE,You sometimes try new technology when it seems relevant.,1.5943186661104942,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.108238009623929,MODERATE,You think current AI has reasonable but limited capability.
S2_0048,H_0048,demo_plus_traits,18-21,Male,United States,Utah,occasionally used,rarely travels,2023-05-22 09:59:18,R_2P5AnuYXQ0QUhrH,-0.1726555982608133,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5271262337628028,LOW,You find new technology interfaces difficult and frustrating.,-1.7100757572212282,LOW,You rarely choose to adopt new digital tools in daily life.,-0.6625701237451058,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.9997942216063316,HIGH,You believe current AI is capable of complex information tasks.
S2_0049,H_0049,demo_plus_traits,22-26,Female,United States,Utah,occasionally used,frequent traveler,2023-05-10 22:50:18,R_2RaIi523eUjgmZY,0.1162706981600407,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3713337310242364,MODERATE,You find most apps usable but sometimes need time to learn.,1.361548802971306,HIGH,You actively seek out and adopt useful new technology tools.,0.2455161401619255,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.8841478228162084,HIGH,You believe current AI is capable of complex information tasks.
S2_0050,H_0050,demo_plus_traits,18-21,Female,New Zealand,Hastings,never used,occasional traveler,2023-05-15 14:44:29,R_2XnXDt98a19RWXJ,-0.7707402153876924,LOW,You are skeptical that AI tools genuinely improve task performance.,1.0498692613188714,HIGH,You pick up new technology quickly and find it intuitive.,0.0689275006687523,MODERATE,You sometimes try new technology when it seems relevant.,0.5217029092742451,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.5599819617267606,HIGH,You believe current AI is capable of complex information tasks.
S2_0051,H_0051,demo_plus_traits,22-26,Female,Kiribati,Tarawa,occasionally used,rarely travels,2023-05-18 17:55:44,R_enRSgcR02UGSEqB,0.3612391937834887,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.520770684297436,LOW,You find new technology interfaces difficult and frustrating.,2.662168188137044,HIGH,You actively seek out and adopt useful new technology tools.,1.0669905838566955,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.9135524196818996,HIGH,You believe current AI is capable of complex information tasks.
S2_0052,H_0052,demo_plus_traits,22-26,Female,Philippines,Gensan City,regularly used,frequent traveler,2023-05-11 00:25:51,R_1q8lxbie5mVHVkG,0.166701389856092,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7822887792581937,HIGH,You pick up new technology quickly and find it intuitive.,0.4285533795460561,MODERATE,You sometimes try new technology when it seems relevant.,1.023578806122197,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.8050040867178423,LOW,You doubt that current AI handles complex real-world tasks well.
S2_0053,H_0053,demo_plus_traits,18-21,Male,United States,Utah,occasionally used,rarely travels,2023-05-08 09:17:07,R_qJWbiR24p7Iwi0p,1.467900534527715,HIGH,You strongly believe AI tools improve efficiency and outcomes.,2.7557657692983177,HIGH,You pick up new technology quickly and find it intuitive.,-0.1640928726049924,MODERATE,You sometimes try new technology when it seems relevant.,-0.2385151240806929,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.398157896353005,MODERATE,You think current AI has reasonable but limited capability.
