source_human_id,tau_PU,tau_PU_level,tau_PU_verbal,tau_PEOU,tau_PEOU_level,tau_PEOU_verbal,tau_BI,tau_BI_level,tau_BI_verbal,tau_ATT,tau_ATT_level,tau_ATT_verbal,tau_AI_CAP,tau_AI_CAP_level,tau_AI_CAP_verbal
H_0043,-0.8527538999220681,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.0318008075527858,LOW,You find new technology interfaces difficult and frustrating.,0.48887574678168216,MODERATE,You sometimes try new technology when it seems relevant.,-0.014568619004558196,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.8121288007507742,LOW,You doubt that current AI handles complex real-world tasks well.
H_0044,-0.32962167250051766,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.36389497930073966,MODERATE,You find most apps usable but sometimes need time to learn.,-1.0517873976603531,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8823830617058841,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.03781885008099923,MODERATE,You think current AI has reasonable but limited capability.
H_0045,-0.9579407362709829,LOW,You are skeptical that AI tools genuinely improve task performance.,-2.164295116563075,LOW,You find new technology interfaces difficult and frustrating.,-2.3971241921160265,LOW,You rarely choose to adopt new digital tools in daily life.,-2.6694259413426855,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.05366877139275403,MODERATE,You think current AI has reasonable but limited capability.
H_0046,-0.4189641592924183,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.11449384900509606,MODERATE,You find most apps usable but sometimes need time to learn.,-1.4823274709432943,LOW,You rarely choose to adopt new digital tools in daily life.,-0.8391203363176133,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-1.1427453102627934,LOW,You doubt that current AI handles complex real-world tasks well.
H_0047,0.9524441458861311,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.2601136086013128,MODERATE,You find most apps usable but sometimes need time to learn.,-0.4180397007029041,MODERATE,You sometimes try new technology when it seems relevant.,1.5943186661104942,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.10823800962392902,MODERATE,You think current AI has reasonable but limited capability.
H_0048,-0.1726555982608133,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.5271262337628028,LOW,You find new technology interfaces difficult and frustrating.,-1.7100757572212282,LOW,You rarely choose to adopt new digital tools in daily life.,-0.6625701237451058,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.9997942216063317,HIGH,You believe current AI is capable of complex information tasks.
H_0049,0.11627069816004079,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.37133373102423645,MODERATE,You find most apps usable but sometimes need time to learn.,1.3615488029713059,HIGH,You actively seek out and adopt useful new technology tools.,0.24551614016192555,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.8841478228162084,HIGH,You believe current AI is capable of complex information tasks.
H_0050,-0.7707402153876924,LOW,You are skeptical that AI tools genuinely improve task performance.,1.0498692613188714,HIGH,You pick up new technology quickly and find it intuitive.,0.0689275006687523,MODERATE,You sometimes try new technology when it seems relevant.,0.5217029092742451,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.5599819617267606,HIGH,You believe current AI is capable of complex information tasks.
H_0051,0.36123919378348873,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.520770684297436,LOW,You find new technology interfaces difficult and frustrating.,2.6621681881370436,HIGH,You actively seek out and adopt useful new technology tools.,1.0669905838566955,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.9135524196818996,HIGH,You believe current AI is capable of complex information tasks.
H_0052,0.16670138985609204,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7822887792581937,HIGH,You pick up new technology quickly and find it intuitive.,0.42855337954605616,MODERATE,You sometimes try new technology when it seems relevant.,1.0235788061221973,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.8050040867178423,LOW,You doubt that current AI handles complex real-world tasks well.
H_0053,1.467900534527715,HIGH,You strongly believe AI tools improve efficiency and outcomes.,2.7557657692983177,HIGH,You pick up new technology quickly and find it intuitive.,-0.16409287260499247,MODERATE,You sometimes try new technology when it seems relevant.,-0.2385151240806929,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.398157896353005,MODERATE,You think current AI has reasonable but limited capability.
H_0054,1.3447792050443426,HIGH,You strongly believe AI tools improve efficiency and outcomes.,1.6291289250063519,HIGH,You pick up new technology quickly and find it intuitive.,1.0933515149746733,HIGH,You actively seek out and adopt useful new technology tools.,1.0960552125039094,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.8714762140011253,LOW,You doubt that current AI handles complex real-world tasks well.
H_0055,-1.2222572914175132,LOW,You are skeptical that AI tools genuinely improve task performance.,-1.6428558166684513,LOW,You find new technology interfaces difficult and frustrating.,-0.9333347769119921,LOW,You rarely choose to adopt new digital tools in daily life.,-1.7511404213212427,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.5305758606164608,HIGH,You believe current AI is capable of complex information tasks.
H_0056,-0.383532945786611,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.12559406998095596,MODERATE,You find most apps usable but sometimes need time to learn.,-0.23103565927076525,MODERATE,You sometimes try new technology when it seems relevant.,-0.6124922108212724,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,-0.5663950822323902,LOW,You doubt that current AI handles complex real-world tasks well.
H_0057,0.5776652778944639,HIGH,You strongly believe AI tools improve efficiency and outcomes.,-1.5518874360442767,LOW,You find new technology interfaces difficult and frustrating.,-0.6273207641592599,LOW,You rarely choose to adopt new digital tools in daily life.,1.244341568881634,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.3764356927940965,MODERATE,You think current AI has reasonable but limited capability.
H_0058,1.3851228293214388,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.9662683323352365,HIGH,You pick up new technology quickly and find it intuitive.,1.8793683833564134,HIGH,You actively seek out and adopt useful new technology tools.,1.3498482637650189,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.5462430958384148,HIGH,You believe current AI is capable of complex information tasks.
H_0059,-0.3304941545534693,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.7518464215702633,HIGH,You pick up new technology quickly and find it intuitive.,-0.16844356427325527,MODERATE,You sometimes try new technology when it seems relevant.,0.24725063947450235,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.40447153093837723,MODERATE,You think current AI has reasonable but limited capability.
H_0060,0.07414022933817159,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3010498538914144,MODERATE,You find most apps usable but sometimes need time to learn.,0.8158690708588988,HIGH,You actively seek out and adopt useful new technology tools.,1.2889100511568938,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.07486546779607689,MODERATE,You think current AI has reasonable but limited capability.
H_0061,0.2666973771347635,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.18308186020763265,MODERATE,You find most apps usable but sometimes need time to learn.,0.709356925525615,HIGH,You actively seek out and adopt useful new technology tools.,0.7541830695563668,HIGH,You feel enthusiastic and positive about AI-assisted activities.,1.2001895434258263,HIGH,You believe current AI is capable of complex information tasks.
H_0062,-0.37087227282379487,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.3407942837253844,MODERATE,You find most apps usable but sometimes need time to learn.,0.45403206563936954,MODERATE,You sometimes try new technology when it seems relevant.,0.10738938278636696,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.0846590374865508,LOW,You doubt that current AI handles complex real-world tasks well.
H_0063,-0.3298160670056756,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.4213186999362306,MODERATE,You find most apps usable but sometimes need time to learn.,0.35847725330180313,MODERATE,You sometimes try new technology when it seems relevant.,1.4070886136175322,HIGH,You feel enthusiastic and positive about AI-assisted activities.,-0.4053285590025247,MODERATE,You think current AI has reasonable but limited capability.
H_0064,-0.1835459742887733,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.2123689059866598,MODERATE,You find most apps usable but sometimes need time to learn.,0.29081082981754486,MODERATE,You sometimes try new technology when it seems relevant.,0.08559715708475445,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.5466073265224642,LOW,You doubt that current AI handles complex real-world tasks well.
H_0065,-1.2687677965297115,LOW,You are skeptical that AI tools genuinely improve task performance.,0.8840427643836972,HIGH,You pick up new technology quickly and find it intuitive.,0.7959083679600423,HIGH,You actively seek out and adopt useful new technology tools.,-0.22682566420886485,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-0.40888801748105347,MODERATE,You think current AI has reasonable but limited capability.
H_0066,0.5933141237712303,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.2460240068016067,MODERATE,You find most apps usable but sometimes need time to learn.,1.3875634476983196,HIGH,You actively seek out and adopt useful new technology tools.,1.8267912380516451,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.17146301363383518,MODERATE,You think current AI has reasonable but limited capability.
H_0067,0.38055370777544617,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.1197371368089148,MODERATE,You find most apps usable but sometimes need time to learn.,-0.8720670013965609,LOW,You rarely choose to adopt new digital tools in daily life.,0.1666752028114579,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.5420636759330969,HIGH,You believe current AI is capable of complex information tasks.
H_0068,-0.12588180571324945,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.4908029747380622,MODERATE,You find most apps usable but sometimes need time to learn.,0.04344239206949766,MODERATE,You sometimes try new technology when it seems relevant.,-0.367078174975489,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.6803521360035114,HIGH,You believe current AI is capable of complex information tasks.
H_0069,0.9632722952434651,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.27129243717938994,MODERATE,You find most apps usable but sometimes need time to learn.,0.883845778995987,HIGH,You actively seek out and adopt useful new technology tools.,0.43272077338050435,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.36346024570215074,MODERATE,You think current AI has reasonable but limited capability.
H_0070,0.2629507382873211,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.8471803615066238,HIGH,You pick up new technology quickly and find it intuitive.,-1.1017370688725598,LOW,You rarely choose to adopt new digital tools in daily life.,-1.061129550661617,LOW,You feel somewhat uncomfortable or skeptical about AI activities.,0.43821151602234615,MODERATE,You think current AI has reasonable but limited capability.
H_0071,-0.15528918104278783,MODERATE,You think AI tools can be somewhat useful for certain tasks.,-0.9774149399863874,LOW,You find new technology interfaces difficult and frustrating.,0.5112881548988487,HIGH,You actively seek out and adopt useful new technology tools.,0.26296450018644935,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.0395713147855026,LOW,You doubt that current AI handles complex real-world tasks well.
H_0072,0.6329081851439203,HIGH,You strongly believe AI tools improve efficiency and outcomes.,0.9594900745256274,HIGH,You pick up new technology quickly and find it intuitive.,1.1055287242415222,HIGH,You actively seek out and adopt useful new technology tools.,0.368092574272322,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.6363621579669553,HIGH,You believe current AI is capable of complex information tasks.
H_0073,-0.6293739225643367,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.345058457721863,MODERATE,You find most apps usable but sometimes need time to learn.,-0.05726809813980264,MODERATE,You sometimes try new technology when it seems relevant.,0.37280938130997354,MODERATE,You have a neutral-to-positive attitude toward AI activities.,-1.45002346024817,LOW,You doubt that current AI handles complex real-world tasks well.
H_0074,0.27706892325298466,MODERATE,You think AI tools can be somewhat useful for certain tasks.,0.27801509113392586,MODERATE,You find most apps usable but sometimes need time to learn.,0.7495442501914289,HIGH,You actively seek out and adopt useful new technology tools.,0.005320725617671253,MODERATE,You have a neutral-to-positive attitude toward AI activities.,0.14344363325503778,MODERATE,You think current AI has reasonable but limited capability.
H_0075,-0.6542550810393906,LOW,You are skeptical that AI tools genuinely improve task performance.,-0.9729829616061018,LOW,You find new technology interfaces difficult and frustrating.,-0.25314386786829113,MODERATE,You sometimes try new technology when it seems relevant.,1.6383987565833582,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.02520975373750817,MODERATE,You think current AI has reasonable but limited capability.
H_0076,-0.6637762510311708,LOW,You are skeptical that AI tools genuinely improve task performance.,0.7354602914218553,HIGH,You pick up new technology quickly and find it intuitive.,1.7211762318315444,HIGH,You actively seek out and adopt useful new technology tools.,0.8375508902171805,HIGH,You feel enthusiastic and positive about AI-assisted activities.,0.20319528733804426,MODERATE,You think current AI has reasonable but limited capability.
